Date,Text,Sentiment
20200811,"The Federal Reserve Board on Tuesday announced revised pricing for its Municipal Liquidity Facility (MLF). The revised pricing reduces the interest rate spread on tax-exempt notes for each credit rating category by 50 basis points and reduces the amount by which the interest rate for taxable notes is adjusted relative to tax-exempt notes. Today's changes will ensure the MLF continues to provide an effective backstop to assist U.S. states and local governments as they weather the pandemic. The MLF was established under Section 13(3) of the Federal Reserve Act, with approval of the Treasury Secretary. It offers up to $500 billion in lending to states and municipalities to help manage cash flow stresses caused by the coronavirus pandemic. For media inquiries, call 202-452-2955.",Positive
20200819,"The Federal Reserve Board and the Federal Open Market Committee on Wednesday released the attached minutes of the Committee meeting held on July 28-29, 2020. The minutes for each regularly scheduled meeting of the Committee ordinarily are made available three weeks after the day of the policy decision and subsequently are published in the Board's Annual Report. The descriptions of economic and financial conditions contained in these minutes are based solely on the information that was available to the Committee at the time of the meeting. FOMC minutes can be viewed on the Board's website at http://www.federalreserve.gov/monetarypolicy/fomccalendars.htm. For media inquiries, call 202-452-2955. Minutes of Federal Open Market Committee
July 28-29, 2020: HTML | PDF",Neutral
20200825,"The Federal Reserve Board on Tuesday released the minutes of its interest rate meetings from June 22 through July 29, 2020. The minutes are attached. For media inquiries, call 202-452-2955.",Positive
20200827,"Following an extensive review that included numerous public events across the country, the Federal Open Market Committee (FOMC) on Thursday announced the unanimous approval of updates to its Statement on Longer-Run Goals and Monetary Policy Strategy, which articulates its approach to monetary policy and serves as the foundation for its policy actions. The updates reflect changes in the economy over the past decade and how policymakers are taking these changes into account in conducting monetary policy. The updated statement is also intended to enhance the transparency, accountability and effectiveness of monetary policy. ""The economy is always evolving, and the FOMC's strategy for achieving its goals must adapt to meet the new challenges that arise,"" said Federal Reserve Chair Jerome H. Powell. ""Our revised statement reflects our appreciation for the benefits of a strong labor market, particularly for many in low- and moderate-income communities, and that a robust job market can be sustained without causing an unwelcome increase in inflation."" Among the more significant changes to the framework document are: The Committee first adopted a framework statement in 2012. This first public review of the FOMC framework was announced by Chair Powell in November 2018, and involved three distinct components. First, the Federal Reserve hosted a series of 15 Fed Listens events across the country to engage with employee groups and union members, small business owners, residents of low- and moderate-income communities, retirees, and others to hear a wide range of perspectives about how monetary policy decisions affect their communities. A report summarizing all of those events is available here: https://www.federalreserve.gov/publications/files/fedlistens-report-20200612.pdf. Second, the Federal Reserve in June 2019 convened a research conference at which prominent academic experts addressed economic topics central to the review. That conference program, links to the conference papers and presentations, and links to session videos are available here: https://www.federalreserve.gov/conferences/conference-monetary-policy-strategy-tools-communications-20190605.htm. Finally, the Committee explored the range of issues that were brought to light during the course of the review in five consecutive meetings beginning in July 2019. Analytical staff work put together by teams across the Federal Reserve System provided essential background for the Committee's discussions. Minutes of those meetings are available here: https://www.federalreserve.gov/monetarypolicy/fomccalendars.htm and a collection of those papers is available here: https://www.federalreserve.gov/monetarypolicy/review-of-monetary-policy-strategy-tools-and-communications-system-analytical-work.htm. The FOMC reported it would continue its practice of considering the Statement of Longer-Run Goals and Policy each January and that it intends to undertake a public review of its monetary policy strategy, tools, and communication practices roughly every 5 years. For media inquiries, call 202-452-2955.",Positive
20200916,"The Federal Reserve is committed to using its full range of tools to support the U.S. economy in this challenging time, thereby promoting its maximum employment and price stability goals. The COVID-19 pandemic is causing tremendous human and economic hardship across the United States and around the world. Economic activity and employment have picked up in recent months but remain well below their levels at the beginning of the year. Weaker demand and significantly lower oil prices are holding down consumer price inflation. Overall financial conditions have improved in recent months, in part reflecting policy measures to support the economy and the flow of credit to U.S. households and businesses. The path of the economy will depend significantly on the course of the virus. The ongoing public health crisis will continue to weigh on economic activity, employment, and inflation in the near term, and poses considerable risks to the economic outlook over the medium term. The Committee seeks to achieve maximum employment and inflation at the rate of 2 percent over the longer run. With inflation running persistently below this longer-run goal, the Committee will aim to achieve inflation moderately above 2 percent for some time so that inflation averages 2 percent over time and longer-term inflation expectations remain well anchored at 2 percent. The Committee expects to maintain an accommodative stance of monetary policy until these outcomes are achieved. The Committee decided to keep the target range for the federal funds rate at 0 to 1/4 percent and expects it will be appropriate to maintain this target range until labor market conditions have reached levels consistent with the Committee's assessments of maximum employment and inflation has risen to 2 percent and is on track to moderately exceed 2 percent for some time. In addition, over coming months the Federal Reserve will increase its holdings of Treasury securities and agency mortgage-backed securities at least at the current pace to sustain smooth market functioning and help foster accommodative financial conditions, thereby supporting the flow of credit to households and businesses. In assessing the appropriate stance of monetary policy, the Committee will continue to monitor the implications of incoming information for the economic outlook. The Committee would be prepared to adjust the stance of monetary policy as appropriate if risks emerge that could impede the attainment of the Committee's goals. The Committee's assessments will take into account a wide range of information, including readings on public health, labor market conditions, inflation pressures and inflation expectations, and financial and international developments. Voting for the monetary policy action were Jerome H. Powell, Chair; John C. Williams, Vice Chair; Michelle W. Bowman; Lael Brainard; Richard H. Clarida; Patrick Harker; Loretta J. Mester; and Randal K. Quarles. Voting against the action were Robert S. Kaplan, who expects that it will be appropriate to maintain the current target range until the Committee is confident that the economy has weathered recent events and is on track to achieve its maximum employment and price stability goals as articulated in its new policy strategy statement, but prefers that the Committee retain greater policy rate flexibility beyond that point; and Neel Kashkari, who prefers that the Committee indicate that it expects to maintain the current target range until core inflation has reached 2 percent on a sustained basis. Implementation Note issued September 16, 2020",Positive
20200918,"The Federal Reserve Board on Friday updated its frequently asked questions (FAQs) to clarify the Board and Department of Treasury's expectations regarding lender underwriting for the Main Street Lending Program. The revised FAQs emphasize that lender underwriting should look back to the borrower's pre-pandemic condition and forward to their post-pandemic prospects. The FAQs also clarify supervisory expectations for lenders originating Main Street loans. The program supports lending to small and medium-sized for-profit businesses and nonprofit organizations that were in sound financial condition before the COVID-19 pandemic but lack access to credit on reasonable terms. The program offers several five-year loan options, with deferred principal and interest payments for qualified businesses and nonprofits to allow borrower's time to recover from the pandemic The revised FAQs were developed with the Federal Deposit Insurance Corporation and the Office of the Comptroller of the Currency. Also, the Federal Reserve Bank of Boston anticipates that the Main Street program will begin accepting loans made to multiple co-borrowers when that functionality is deployed next week. In anticipation of that added functionality, the Main Street FAQs updated today also include details regarding co-borrower loans. For media inquiries, call 202-452-2955. For-Profit Frequently Asked Questions (September 18, 2020) (PDF) Nonprofit Frequently Asked Questions (September 18, 2020) (PDF)",Positive
20201007,"The Federal Reserve Board and the Federal Open Market Committee on Wednesday released the attached minutes of the Committee meeting held on September 15–16, 2020. A summary of economic projections made by Federal Reserve Board members and Reserve Bank presidents for the meeting is also included as an addendum to these minutes. The minutes for each regularly scheduled meeting of the Committee ordinarily are made available three weeks after the day of the policy decision and subsequently are published in the Board's Annual Report. The descriptions of economic and financial conditions contained in these minutes and in the Summary of Economic Projections are based solely on the information that was available to the Committee at the time of the meeting. FOMC minutes can be viewed on the Board's website at http://www.federalreserve.gov/monetarypolicy/fomccalendars.htm For media inquiries, call 202-452-2955 Minutes of the Federal Open Market Committee
September 15-16, 2020: HTML | PDF",Neutral
20201013,"The Federal Reserve Board on Tuesday released the minutes of its interest rate meetings from August 24 through September 16, 2020. The minutes are attached. For media inquiries, call 202-452-2955. Attachment (PDF)",Positive
20201030,"The Federal Reserve Board on Friday adjusted the terms of the Main Street Lending Program in two important ways to better target support to smaller businesses that employ millions of workers and are facing continued revenue shortfalls due to the pandemic. In particular, the minimum loan size for three Main Street facilities available to for-profit and non-profit borrowers has been reduced from $250,000 to $100,000 and the fees have been adjusted to encourage the provision of these smaller loans. The Board and Department of the Treasury also issued a new frequently asked question clarifying that Paycheck Protection Program loans of up to $2 million may be excluded for purposes of determining the maximum loan size under the Main Street Lending Program, if certain requirements are met, which should also help smaller businesses access Main Street loans. The Main Street Lending Program supports lending to small and medium-sized for-profit businesses and nonprofit organizations that were in sound financial condition before the COVID-19 pandemic but lack access to credit on reasonable terms. To allow borrowers time to recover from the pandemic, the program offers several five-year loan options, with deferred principal and interest payments for qualified businesses and nonprofits. Loan documents reflecting the new terms are expected to be available to registered lenders within the next week. To date, the Main Street program has made almost 400 loans totaling $3.7 billion, providing support to businesses from a wide range of industries. The program was established with the approval of the Treasury Secretary and with $75 billion in equity provided by the Treasury Department from the CARES Act. For media inquiries, call 202-452-2955. Main Street New Loan Facility Term Sheet (PDF) Updated Term Sheet: Main Street New Loan Facility Main Street Priority Loan Facility Term Sheet (PDF) Updated Term Sheet: Main Street Priority Loan Facility Main Street Expanded Loan Facility Term Sheet (PDF) Updated Term Sheet: Main Street Expanded Loan Facility Nonprofit Organization New Loan Facility Term Sheet (PDF) Updated Term Sheet: Nonprofit Organization New Loan Facility Nonprofit Organization Expanded Loan Facility Term Sheet (PDF) Updated Term Sheet: Nonprofit Organization Expanded Loan Facility FAQ: Do PPP loans count as ""outstanding debt"" for purposes of Main Street? (PDF)",Positive
20201105,"The Federal Reserve is committed to using its full range of tools to support the U.S. economy in this challenging time, thereby promoting its maximum employment and price stability goals. The COVID-19 pandemic is causing tremendous human and economic hardship across the United States and around the world. Economic activity and employment have continued to recover but remain well below their levels at the beginning of the year. Weaker demand and earlier declines in oil prices have been holding down consumer price inflation. Overall financial conditions remain accommodative, in part reflecting policy measures to support the economy and the flow of credit to U.S. households and businesses. The path of the economy will depend significantly on the course of the virus. The ongoing public health crisis will continue to weigh on economic activity, employment, and inflation in the near term, and poses considerable risks to the economic outlook over the medium term. The Committee seeks to achieve maximum employment and inflation at the rate of 2 percent over the longer run. With inflation running persistently below this longer-run goal, the Committee will aim to achieve inflation moderately above 2 percent for some time so that inflation averages 2 percent over time and longer-term inflation expectations remain well anchored at 2 percent. The Committee expects to maintain an accommodative stance of monetary policy until these outcomes are achieved. The Committee decided to keep the target range for the federal funds rate at 0 to 1/4 percent and expects it will be appropriate to maintain this target range until labor market conditions have reached levels consistent with the Committee's assessments of maximum employment and inflation has risen to 2 percent and is on track to moderately exceed 2 percent for some time. In addition, over coming months the Federal Reserve will increase its holdings of Treasury securities and agency mortgage-backed securities at least at the current pace to sustain smooth market functioning and help foster accommodative financial conditions, thereby supporting the flow of credit to households and businesses. In assessing the appropriate stance of monetary policy, the Committee will continue to monitor the implications of incoming information for the economic outlook. The Committee would be prepared to adjust the stance of monetary policy as appropriate if risks emerge that could impede the attainment of the Committee's goals. The Committee's assessments will take into account a wide range of information, including readings on public health, labor market conditions, inflation pressures and inflation expectations, and financial and international developments. Voting for the monetary policy action were Jerome H. Powell, Chair; John C. Williams, Vice Chair; Michelle W. Bowman; Lael Brainard; Richard H. Clarida; Mary C. Daly; Patrick Harker; Robert S. Kaplan; Loretta J. Mester; and Randal K. Quarles. Ms. Daly voted as an alternate member at this meeting. Implementation Note issued November 5, 2020",Positive
20201125,"The Federal Reserve Board and the Federal Open Market Committee on Wednesday released the attached minutes of the Committee meeting held on November 4-5, 2020. The minutes for each regularly scheduled meeting of the Committee ordinarily are made available three weeks after the day of the policy decision and subsequently are published in the Board’s Annual Report. The descriptions of economic and financial conditions contained in these minutes are based solely on the information that was available to the Committee at the time of the meeting. FOMC minutes can be viewed on the Board's website at http://www.federalreserve.gov/monetarypolicy/fomccalendars.htm For media inquiries, call 202-452-2955 Minutes of the Federal Open Market Committee
November 4-5, 2020: HTML | PDF",Neutral
20201130,"The Federal Reserve Board on Monday announced an extension through March 31, 2021, for several of its lending facilities that were generally scheduled to expire on or around December 31. By backstopping critical short-term funding markets, these facilities are supporting market functioning and enhancing the flow of credit to the economy. The extension, which has also been approved by the Treasury Department, will facilitate planning by potential facility participants and provide certainty that the facilities will continue to be available through the first quarter of 2021 to help the economy recover from the COVID-19 pandemic. The extensions apply to the Commercial Paper Funding Facility, the Money Market Mutual Fund Liquidity Facility, the Primary Dealer Credit Facility, and the Paycheck Protection Program Liquidity Facility. Further details on each facility can be found here. For media inquiries, call 202-452-2955 Commercial Paper Funding Facility Term Sheet (PDF) Money Market Mutual Fund Liquidity Facility Term Sheet (PDF) Primary Dealer Credit Facility Term Sheet (PDF) Paycheck Protection Program Liquidity Facility Term Sheet (PDF) Updated term sheet: Paycheck Protection Program Liquidity Facility",Positive
20201201,"The Federal Reserve Board on Tuesday released the minutes of its interest rate meetings from October 5 through November 5, 2020. The minutes are attached. For media inquiries, call 202-452-2955.",Positive
20201211,"The Federal Reserve on Friday released illustrative examples of new charts that will be included in the Federal Open Market Committee's quarterly Summary of Economic Projections (SEP). The new charts show FOMC participants' judgments of uncertainty and risks related to their projections of the change in real gross domestic product, the unemployment rate, personal consumption expenditures (PCE) inflation, and core PCE inflation. The first new illustrative chart shows the proportion of participants who indicated that the uncertainty surrounding their projections for each variable was higher or lower relative to the average level of uncertainty over the past 20 years. The second new illustrative chart shows the proportion of participants who saw the risks to their projections as weighted toward the upside or downside. As indicated in the minutes of the Committee's November 2020 meeting, the charts will be included in the SEP beginning with the December 15-16, 2020, meeting. Additionally, beginning with the December 16 release, all SEP exhibits will be published at 2 p.m. Eastern Time on the second day of each March, June, September, and December FOMC meeting. Previously, many of the SEP exhibits were released three weeks later, with the publication of the FOMC meeting minutes. The written portion of the SEP that described the exhibits, which has also been released with the meeting minutes, is being discontinued. The attached examples are based on previously published SEP data through September 2020. For media inquiries, call 202-452-2955.",Negative
20201216,"The Federal Reserve is committed to using its full range of tools to support the U.S. economy in this challenging time, thereby promoting its maximum employment and price stability goals. The COVID-19 pandemic is causing tremendous human and economic hardship across the United States and around the world. Economic activity and employment have continued to recover but remain well below their levels at the beginning of the year. Weaker demand and earlier declines in oil prices have been holding down consumer price inflation. Overall financial conditions remain accommodative, in part reflecting policy measures to support the economy and the flow of credit to U.S. households and businesses. The path of the economy will depend significantly on the course of the virus. The ongoing public health crisis will continue to weigh on economic activity, employment, and inflation in the near term, and poses considerable risks to the economic outlook over the medium term. The Committee seeks to achieve maximum employment and inflation at the rate of 2 percent over the longer run. With inflation running persistently below this longer-run goal, the Committee will aim to achieve inflation moderately above 2 percent for some time so that inflation averages 2 percent over time and longer-term inflation expectations remain well anchored at 2 percent. The Committee expects to maintain an accommodative stance of monetary policy until these outcomes are achieved. The Committee decided to keep the target range for the federal funds rate at 0 to 1/4 percent and expects it will be appropriate to maintain this target range until labor market conditions have reached levels consistent with the Committee's assessments of maximum employment and inflation has risen to 2 percent and is on track to moderately exceed 2 percent for some time. In addition, the Federal Reserve will continue to increase its holdings of Treasury securities by at least $80 billion per month and of agency mortgage-backed securities by at least $40 billion per month until substantial further progress has been made toward the Committee's maximum employment and price stability goals. These asset purchases help foster smooth market functioning and accommodative financial conditions, thereby supporting the flow of credit to households and businesses. In assessing the appropriate stance of monetary policy, the Committee will continue to monitor the implications of incoming information for the economic outlook. The Committee would be prepared to adjust the stance of monetary policy as appropriate if risks emerge that could impede the attainment of the Committee's goals. The Committee's assessments will take into account a wide range of information, including readings on public health, labor market conditions, inflation pressures and inflation expectations, and financial and international developments. Voting for the monetary policy action were Jerome H. Powell, Chair; John C. Williams, Vice Chair; Michelle W. Bowman; Lael Brainard; Richard H. Clarida; Patrick Harker; Robert S. Kaplan; Neel Kashkari; Loretta J. Mester; and Randal K. Quarles. Implementation Note issued December 16, 2020",Positive
20201222,"The Federal Reserve Board on Tuesday issued a notice of proposed rulemaking that requests public comment on proposed amendments to Regulation D (Reserve Requirements of Depository Institutions). Under the proposal, references to an ""interest on required reserves"" (""IORR"") rate and to an ""interest on excess reserves"" (""IOER"") rate would be replaced with a single ""interest on reserve balances"" (""IORB"") rate. The proposed amendments would make other conforming changes, such as simplifying the formula used to calculate the amount of interest paid on balances maintained by or on behalf of eligible institutions in master accounts at Federal Reserve Banks. Comments on the proposed rulemaking will be accepted for 60 days after publication in the Federal Register, which is expected shortly. Concurrently, the Board announced that it is adopting as a final rule, without change, an interim final rule amending Regulation D to lower reserve requirement ratios on transaction accounts maintained at depository institutions to zero percent. The Board received no comments on the interim final rule. For media inquiries, call 202-452-2955.",Positive
20201229,"In order to allow more time to process and fund loans that were submitted to the Main Street lender portal on or before December 14, 2020, the Federal Reserve Board on Tuesday extended the termination date of the Main Street Lending Program facilities to January 8, 2021. As described in new frequently asked questions and program term sheets, the extension is consistent with section 1005 of the Consolidated Appropriations Act and was also approved by the Secretary of the Treasury. For media inquiries, call 202-452-2955 Main Street New Loan Facility Term Sheet (PDF) Main Street Priority Loan Facility Term Sheet (PDF) Main Street Expanded Loan Facility Term Sheet (PDF) Nonprofit Organization New Loan Facility Term Sheet (PDF) Nonprofit Organization Expanded Loan Facility Term Sheet (PDF) Main Street Lending Program",Positive
20210106,"The Federal Reserve Board and the Federal Open Market Committee on Wednesday released the attached minutes of the Committee meeting held on December 15–16, 2020. The minutes for each regularly scheduled meeting of the Committee ordinarily are made available three weeks after the day of the policy decision and subsequently are published in the Board's Annual Report. The descriptions of economic and financial conditions contained in these minutes are based solely on the information that was available to the Committee at the time of the meeting. FOMC minutes can be viewed on the Board's website at http://www.federalreserve.gov/monetarypolicy/fomccalendars.htm. For media inquiries, call 202-452-2955 Minutes of the Federal Open Market Committee
December 15-16, 2020: HTML | PDF",Neutral
20210112,"The Federal Reserve Board on Tuesday released the minutes of its interest rate meetings from November 16 through December 16, 2020. The minutes are attached. For media inquiries, call 202-452-2955.",Positive
20210127,"The Federal Reserve is committed to using its full range of tools to support the U.S. economy in this challenging time, thereby promoting its maximum employment and price stability goals. The COVID-19 pandemic is causing tremendous human and economic hardship across the United States and around the world. The pace of the recovery in economic activity and employment has moderated in recent months, with weakness concentrated in the sectors most adversely affected by the pandemic. Weaker demand and earlier declines in oil prices have been holding down consumer price inflation. Overall financial conditions remain accommodative, in part reflecting policy measures to support the economy and the flow of credit to U.S. households and businesses. The path of the economy will depend significantly on the course of the virus, including progress on vaccinations. The ongoing public health crisis continues to weigh on economic activity, employment, and inflation, and poses considerable risks to the economic outlook. The Committee seeks to achieve maximum employment and inflation at the rate of 2 percent over the longer run. With inflation running persistently below this longer-run goal, the Committee will aim to achieve inflation moderately above 2 percent for some time so that inflation averages 2 percent over time and longer‑term inflation expectations remain well anchored at 2 percent. The Committee expects to maintain an accommodative stance of monetary policy until these outcomes are achieved. The Committee decided to keep the target range for the federal funds rate at 0 to 1/4 percent and expects it will be appropriate to maintain this target range until labor market conditions have reached levels consistent with the Committee's assessments of maximum employment and inflation has risen to 2 percent and is on track to moderately exceed 2 percent for some time. In addition, the Federal Reserve will continue to increase its holdings of Treasury securities by at least $80 billion per month and of agency mortgage‑backed securities by at least $40 billion per month until substantial further progress has been made toward the Committee's maximum employment and price stability goals. These asset purchases help foster smooth market functioning and accommodative financial conditions, thereby supporting the flow of credit to households and businesses. In assessing the appropriate stance of monetary policy, the Committee will continue to monitor the implications of incoming information for the economic outlook. The Committee would be prepared to adjust the stance of monetary policy as appropriate if risks emerge that could impede the attainment of the Committee's goals. The Committee's assessments will take into account a wide range of information, including readings on public health, labor market conditions, inflation pressures and inflation expectations, and financial and international developments. Voting for the monetary policy action were Jerome H. Powell, Chair; John C. Williams, Vice Chair; Thomas I. Barkin; Raphael W. Bostic; Michelle W. Bowman; Lael Brainard; Richard H. Clarida; Mary C. Daly; Charles L. Evans; Randal K. Quarles; and Christopher J. Waller. Implementation Note issued January 27, 2021",Positive
20210217,"The Federal Reserve Board and the Federal Open Market Committee on Wednesday released the attached minutes of the Committee meeting held on January 26-27, 2021. The minutes for each regularly scheduled meeting of the Committee ordinarily are made available three weeks after the day of the policy decision and subsequently are published in the Board’s Annual Report. The descriptions of economic and financial conditions contained in these minutes are based solely on the information that was available to the Committee at the time of the meeting. FOMC minutes can be viewed on the Board's website at http://www.federalreserve.gov/monetarypolicy/fomccalendars.htm For media inquiries, call 202-452-2955 Minutes of the Federal Open Market Committee
January 26-27, 2021: HTML | PDF",Neutral
20210223,"The Federal Reserve Board on Tuesday released the minutes of its interest rate meetings on January 19 and January 27, 2021. The minutes are attached. For media inquiries, call 202-452-2955.",Positive
20210308,"The Federal Reserve Board on Monday announced it will extend its Paycheck Protection Program Liquidity Facility, or PPPLF, by three months to June 30, 2021. The extension will provide continued support for the flow of credit to small businesses through the Paycheck Protection Program, or PPP. The PPPLF extends term credit to financial institutions making PPP loans, accepting the PPP loans as collateral. The liquidity provided by the PPPLF helps eligible financial institutions fund additional PPP loans. The PPPLF was established under the Board's 13(3) authority and the extension from March 31 to June 30, 2021, was approved by the Secretary of the Treasury. The other currently active 13(3) facilities—the Commercial Paper Funding Facility, the Money Market Mutual Fund Liquidity Facility, and the Primary Dealer Credit Facility—have not had significant usage since last summer and will expire as scheduled on March 31. For media inquiries, call 202-452-2955 Paycheck Protection Program Liquidity Facility Term Sheet (PDF)
Updated term sheet: Paycheck Protection Program Liquidity Facility Term Sheet",Positive
20210317,"The Federal Reserve is committed to using its full range of tools to support the U.S. economy in this challenging time, thereby promoting its maximum employment and price stability goals. The COVID-19 pandemic is causing tremendous human and economic hardship across the United States and around the world. Following a moderation in the pace of the recovery, indicators of economic activity and employment have turned up recently, although the sectors most adversely affected by the pandemic remain weak. Inflation continues to run below 2 percent. Overall financial conditions remain accommodative, in part reflecting policy measures to support the economy and the flow of credit to U.S. households and businesses. The path of the economy will depend significantly on the course of the virus, including progress on vaccinations. The ongoing public health crisis continues to weigh on economic activity, employment, and inflation, and poses considerable risks to the economic outlook. The Committee seeks to achieve maximum employment and inflation at the rate of 2 percent over the longer run. With inflation running persistently below this longer-run goal, the Committee will aim to achieve inflation moderately above 2 percent for some time so that inflation averages 2 percent over time and longer‑term inflation expectations remain well anchored at 2 percent. The Committee expects to maintain an accommodative stance of monetary policy until these outcomes are achieved. The Committee decided to keep the target range for the federal funds rate at 0 to 1/4 percent and expects it will be appropriate to maintain this target range until labor market conditions have reached levels consistent with the Committee's assessments of maximum employment and inflation has risen to 2 percent and is on track to moderately exceed 2 percent for some time. In addition, the Federal Reserve will continue to increase its holdings of Treasury securities by at least $80 billion per month and of agency mortgage‑backed securities by at least $40 billion per month until substantial further progress has been made toward the Committee's maximum employment and price stability goals. These asset purchases help foster smooth market functioning and accommodative financial conditions, thereby supporting the flow of credit to households and businesses. In assessing the appropriate stance of monetary policy, the Committee will continue to monitor the implications of incoming information for the economic outlook. The Committee would be prepared to adjust the stance of monetary policy as appropriate if risks emerge that could impede the attainment of the Committee's goals. The Committee's assessments will take into account a wide range of information, including readings on public health, labor market conditions, inflation pressures and inflation expectations, and financial and international developments. Voting for the monetary policy action were Jerome H. Powell, Chair; John C. Williams, Vice Chair; Thomas I. Barkin; Raphael W. Bostic; Michelle W. Bowman; Lael Brainard; Richard H. Clarida; Mary C. Daly; Charles L. Evans; Randal K. Quarles; and Christopher J. Waller. Implementation Note issued March 17, 2021",Positive
20210407,"The Federal Reserve Board and the Federal Open Market Committee on Wednesday released the attached minutes of the Committee meeting held on March 16–17, 2021. The minutes for each regularly scheduled meeting of the Committee ordinarily are made available three weeks after the day of the policy decision and subsequently are published in the Board's Annual Report. The descriptions of economic and financial conditions contained in these minutes are based solely on the information that was available to the Committee at the time of the meeting. FOMC minutes can be viewed on the Board's website at http://www.federalreserve.gov/monetarypolicy/fomccalendars.htm For media inquiries, call 202-452-2955 Minutes of the Federal Open Market Committee
March 16-17, 2021: HTML | PDF",Neutral
20210413,"The Federal Reserve Board on Tuesday released the minutes of its interest rate meetings from February 8 through March 17, 2021. The minutes are attached. For media inquiries, call 202-452-2955.",Positive
20210428,"The Federal Reserve is committed to using its full range of tools to support the U.S. economy in this challenging time, thereby promoting its maximum employment and price stability goals. The COVID-19 pandemic is causing tremendous human and economic hardship across the United States and around the world. Amid progress on vaccinations and strong policy support, indicators of economic activity and employment have strengthened. The sectors most adversely affected by the pandemic remain weak but have shown improvement. Inflation has risen, largely reflecting transitory factors. Overall financial conditions remain accommodative, in part reflecting policy measures to support the economy and the flow of credit to U.S. households and businesses. The path of the economy will depend significantly on the course of the virus, including progress on vaccinations. The ongoing public health crisis continues to weigh on the economy, and risks to the economic outlook remain. The Committee seeks to achieve maximum employment and inflation at the rate of 2 percent over the longer run. With inflation running persistently below this longer-run goal, the Committee will aim to achieve inflation moderately above 2 percent for some time so that inflation averages 2 percent over time and longer‑term inflation expectations remain well anchored at 2 percent. The Committee expects to maintain an accommodative stance of monetary policy until these outcomes are achieved. The Committee decided to keep the target range for the federal funds rate at 0 to 1/4 percent and expects it will be appropriate to maintain this target range until labor market conditions have reached levels consistent with the Committee's assessments of maximum employment and inflation has risen to 2 percent and is on track to moderately exceed 2 percent for some time. In addition, the Federal Reserve will continue to increase its holdings of Treasury securities by at least $80 billion per month and of agency mortgage‑backed securities by at least $40 billion per month until substantial further progress has been made toward the Committee's maximum employment and price stability goals. These asset purchases help foster smooth market functioning and accommodative financial conditions, thereby supporting the flow of credit to households and businesses. In assessing the appropriate stance of monetary policy, the Committee will continue to monitor the implications of incoming information for the economic outlook. The Committee would be prepared to adjust the stance of monetary policy as appropriate if risks emerge that could impede the attainment of the Committee's goals. The Committee's assessments will take into account a wide range of information, including readings on public health, labor market conditions, inflation pressures and inflation expectations, and financial and international developments. Voting for the monetary policy action were Jerome H. Powell, Chair; John C. Williams, Vice Chair; Thomas I. Barkin; Raphael W. Bostic; Michelle W. Bowman; Lael Brainard; Richard H. Clarida; Mary C. Daly; Charles L. Evans; Randal K. Quarles; and Christopher J. Waller. Implementation Note issued April 28, 2021",Positive
20210519,"The Federal Reserve Board and the Federal Open Market Committee on Wednesday released the attached minutes of the Committee meeting held on April 27–28, 2021. The minutes for each regularly scheduled meeting of the Committee ordinarily are made available three weeks after the day of the policy decision and subsequently are published in the Board's Annual Report. The descriptions of economic and financial conditions contained in these minutes are based solely on the information that was available to the Committee at the time of the meeting. FOMC minutes can be viewed on the Board's website at http://www.federalreserve.gov/monetarypolicy/fomccalendars.htm For media inquiries, call 202-452-2955 Minutes of the Federal Open Market Committee
April 27–28, 2021: HTML | PDF",Neutral
20210525,"The Federal Reserve Board on Tuesday released the minutes of its interest rate meetings from April 5 through April 28, 2021. The minutes are attached. For media inquiries, call 202-452-2955.",Positive
20210602,"The Federal Reserve Board on Wednesday announced plans to begin winding down the portfolio of the Secondary Market Corporate Credit Facility (SMCCF), a temporary emergency lending facility that closed on December 31st, 2020. The SMCCF proved vital in restoring market functioning last year, supporting the availability of credit for large employers, and bolstering employment through the COVID-19 pandemic. SMCCF portfolio sales will be gradual and orderly, and will aim to minimize the potential for any adverse impact on market functioning by taking into account daily liquidity and trading conditions for exchange traded funds and corporate bonds. The Federal Reserve Bank of New York, which manages the operations of the SMCCF, will announce additional details soon and before sales begin. The SMCCF was established with the approval of the Treasury Secretary and equity provided by the Treasury Department under the CARES Act. For media inquiries, call 202-452-2955",Positive
20210604,"The Federal Open Market Committee on Friday announced its tentative meeting schedule for 2022: January 25-26 (Tuesday-Wednesday) March 15-16 (Tuesday-Wednesday) May 3-4 (Tuesday-Wednesday) June 14-15 (Tuesday-Wednesday) July 26-27 (Tuesday-Wednesday) September 20-21 (Tuesday-Wednesday) November 1-2 (Tuesday-Wednesday) December 13-14 (Tuesday-Wednesday) January 31-February 1, 2023 (Tuesday-Wednesday) For media inquiries, call 202-452-2955.",Neutral
